TrainingFile,DBFile,DTWDistance
training_set\Ron\0.wav,class_reprentative\Tamir\7.wav,20.666955344378948
training_set\Ron\0.wav,class_reprentative\Tamir\8.wav,27.388888164423406
training_set\Ron\0.wav,class_reprentative\Tamir\9.wav,17.961807934567332
training_set\Ron\1.wav,class_reprentative\Tamir\0.wav,19.941321039572358
training_set\Ron\1.wav,class_reprentative\Tamir\1.wav,8.734943386167288
training_set\Ron\1.wav,class_reprentative\Tamir\2.wav,14.498418517410755
training_set\Ron\1.wav,class_reprentative\Tamir\3.wav,12.53842251561582
training_set\Ron\1.wav,class_reprentative\Tamir\4.wav,8.390799440443516
training_set\Ron\1.wav,class_reprentative\Tamir\5.wav,6.757293416187167
training_set\Ron\1.wav,class_reprentative\Tamir\6.wav,13.106166672892869
training_set\Ron\1.wav,class_reprentative\Tamir\7.wav,15.87176158837974
training_set\Ron\1.wav,class_reprentative\Tamir\8.wav,6.514931767247617
training_set\Ron\1.wav,class_reprentative\Tamir\9.wav,16.572769524529576
training_set\Ron\2.wav,class_reprentative\Tamir\0.wav,43.69134287070483
training_set\Ron\2.wav,class_reprentative\Tamir\1.wav,19.06868632044643
training_set\Ron\2.wav,class_reprentative\Tamir\2.wav,7.095691747032106
training_set\Ron\2.wav,class_reprentative\Tamir\3.wav,12.830601379275322
training_set\Ron\2.wav,class_reprentative\Tamir\4.wav,25.91252584476024
training_set\Ron\2.wav,class_reprentative\Tamir\5.wav,16.33684438187629
training_set\Ron\2.wav,class_reprentative\Tamir\6.wav,4.860082287341356
training_set\Ron\2.wav,class_reprentative\Tamir\7.wav,41.3550673276186
training_set\Ron\2.wav,class_reprentative\Tamir\8.wav,7.379986764863133
training_set\Ron\2.wav,class_reprentative\Tamir\9.wav,38.70557276811451
training_set\Ron\3.wav,class_reprentative\Tamir\0.wav,35.91100568231195
training_set\Ron\3.wav,class_reprentative\Tamir\1.wav,13.891804744489491
training_set\Ron\3.wav,class_reprentative\Tamir\2.wav,8.992494187317789
training_set\Ron\3.wav,class_reprentative\Tamir\3.wav,11.386233858764172
training_set\Ron\3.wav,class_reprentative\Tamir\4.wav,17.723114906810224
training_set\Ron\3.wav,class_reprentative\Tamir\5.wav,11.440578788518906
training_set\Ron\3.wav,class_reprentative\Tamir\6.wav,6.953560498543084
training_set\Ron\3.wav,class_reprentative\Tamir\7.wav,30.69430260080844
training_set\Ron\3.wav,class_reprentative\Tamir\8.wav,5.444980695843697
training_set\Ron\3.wav,class_reprentative\Tamir\9.wav,27.020422315225005
training_set\Ron\4.wav,class_reprentative\Tamir\0.wav,27.384660851210356
training_set\Ron\4.wav,class_reprentative\Tamir\1.wav,14.270384586416185
training_set\Ron\4.wav,class_reprentative\Tamir\2.wav,9.357630915939808
training_set\Ron\4.wav,class_reprentative\Tamir\3.wav,10.967789412476122
training_set\Ron\4.wav,class_reprentative\Tamir\4.wav,14.845625043846667
training_set\Ron\4.wav,class_reprentative\Tamir\5.wav,7.934870273806155
training_set\Ron\4.wav,class_reprentative\Tamir\6.wav,8.134167398326099
training_set\Ron\4.wav,class_reprentative\Tamir\7.wav,25.94861198682338
training_set\Ron\4.wav,class_reprentative\Tamir\8.wav,4.750552416779101
training_set\Ron\4.wav,class_reprentative\Tamir\9.wav,22.678808016702533
training_set\Ron\5.wav,class_reprentative\Tamir\0.wav,30.363554724492133
training_set\Ron\5.wav,class_reprentative\Tamir\1.wav,11.622720919549465
training_set\Ron\5.wav,class_reprentative\Tamir\2.wav,7.622847872786224
training_set\Ron\5.wav,class_reprentative\Tamir\3.wav,9.859277612529695
training_set\Ron\5.wav,class_reprentative\Tamir\4.wav,14.09990377817303
training_set\Ron\5.wav,class_reprentative\Tamir\5.wav,8.405360635370016
training_set\Ron\5.wav,class_reprentative\Tamir\6.wav,7.200554179958999
training_set\Ron\5.wav,class_reprentative\Tamir\7.wav,25.993637857958674
training_set\Ron\5.wav,class_reprentative\Tamir\8.wav,4.695355263538659
training_set\Ron\5.wav,class_reprentative\Tamir\9.wav,24.508146848529577
training_set\Ron\6.wav,class_reprentative\Tamir\0.wav,56.348496578633785
training_set\Ron\6.wav,class_reprentative\Tamir\1.wav,25.09812122117728
training_set\Ron\6.wav,class_reprentative\Tamir\2.wav,12.685963186435401
