TrainingFile,DBFile,DTWDistance
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\2.wav,8.553227637970984
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\3.wav,6.677712704841774
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\4.wav,2.7857046409115993
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\5.wav,4.135620015885848
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\6.wav,10.720745405402711
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\7.wav,5.514813666094614
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\8.wav,5.610891734826755
evaluation_set\Evgeny\4.wav,class_reprentative\Tamir\9.wav,6.999332226505943
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\0.wav,9.601007433456438
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\1.wav,9.449449299075571
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\2.wav,14.738799551956648
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\3.wav,13.01660088365967
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\4.wav,6.455471946166719
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\5.wav,8.29379927143051
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\6.wav,15.72898604438168
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\7.wav,8.595048722262767
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\8.wav,11.427117784955703
evaluation_set\Evgeny\5.wav,class_reprentative\Tamir\9.wav,9.855821952165485
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\0.wav,7.590063853292155
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\1.wav,5.646611724149673
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\2.wav,7.464952842326684
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\3.wav,5.847593050399884
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\4.wav,4.7259493636283745
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\5.wav,5.365303175863163
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\6.wav,8.004128420970721
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\7.wav,7.898241380534742
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\8.wav,4.931919140882845
evaluation_set\Evgeny\6.wav,class_reprentative\Tamir\9.wav,7.717487114899877
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\0.wav,10.436013832380867
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\1.wav,11.952516305198417
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\2.wav,20.57985570380997
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\3.wav,18.20319341678609
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\4.wav,8.748554845953732
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\5.wav,12.822878776110333
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\6.wav,18.162655213792338
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\7.wav,9.555931996358591
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\8.wav,14.777837220978515
evaluation_set\Evgeny\7.wav,class_reprentative\Tamir\9.wav,9.732002863275659
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\0.wav,15.017027048599463
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\1.wav,20.104762732187744
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\2.wav,35.607400841715666
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\3.wav,31.393621176312717
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\4.wav,14.057963882917269
